row  number,age,work sector,salery,savings,Food expenses (month),zip code,other expenses (month),educaion years,economic class
2982,52,C,3436,10333,875,35970,1883,16,2
2983,37,E,7797,40628,2229,39609,1582,14,7
2984,49,B,7257,23250,1337,35233,1768,18,6
2985,47,A,4848,24734,1230,17644,1870,14,3
2986,48,C,3414,2698,998,40803,1983,13,2
2987,49,C,3191,7522,890,21990,1417,15,2
2988,28,A,5379,22022,1061,22776,1106,17,5
2989,33,A,4899,28689,1085,30454,1639,15,4
2990,33,D,3082,6225,581,22553,1618,12,2
2991,30,E,8105,45400,1741,38823,1895,21,7
2992,27,E,7935,60104,2075,27840,1946,13,6
2993,13,D,2355,4951,595,29112,1334,9,2
2994,32,D,1860,3289,411,30910,1626,14,1
2995,32,D,2369,3791,600,31140,1859,11,1
2996,28,A,5099,28861,912,33678,2341,18,3
2997,41,A,4989,27059,694,31841,1871,17,4
2998,26,C,3621,12340,847,42082,1582,12,3
2999,50,D,2235,4142,551,37479,1811,14,1
3000,47,B,4780,8560,1154,32656,2009,19,3
3001,34,E,8044,20345,1816,27877,1526,19,7
3002,49,C,3023,7658,765,37652,1926,17,2
3003,47,B,8841,39958,1189,33583,2047,19,7
3004,24,A,5094,42597,949,19578,2884,13,3
3005,34,D,3561,7984,535,24895,1762,14,2
3006,54,E,8125,47651,1409,25404,1536,19,7
3007,32,C,3679,1604,670,34427,1619,15,3
3008,28,C,3550,12764,646,37507,1129,17,3
3009,29,D,2338,5476,541,40407,1844,11,1
3010,62,E,7439,48533,1608,42053,1552,17,6
3011,39,A,6270,44287,1312,33987,1301,17,5
3012,59,C,4305,4590,669,31781,1051,11,4
3013,37,C,3475,349,840,19860,1580,14,2
3014,45,A,5540,19371,1153,38458,2152,17,4
3015,35,E,8153,49282,1768,18851,2189,15,6
3016,51,E,7745,40743,1635,28995,2118,20,6
3017,41,E,6895,45306,1952,27767,1915,18,5
3018,46,A,4634,30043,1386,31570,1207,16,4
3019,49,C,2907,1895,707,19034,1850,14,2
3020,39,D,1749,2726,451,20354,2325,11,0
3021,58,E,7278,46843,2231,17516,1660,18,6
3022,30,E,8801,20295,2312,30551,2061,20,7
3023,30,D,2673,2786,517,29558,1549,8,2
3024,39,E,7543,47433,1799,30385,1592,16,6
3025,56,D,1968,3852,572,20524,1717,12,1
3026,33,B,7063,16043,1105,35130,1725,15,6
3027,46,D,2586,6025,507,32655,1902,11,1
3028,60,D,2258,5435,475,39309,1091,11,2
3029,35,B,6984,22583,1275,21288,1769,15,6
3030,33,C,3493,3861,839,41654,1414,17,3
3031,39,B,5911,23714,1206,29365,2644,15,4
3032,44,D,2199,5428,493,24315,1805,13,1
3033,57,A,4699,22253,770,32696,1375,19,4
3034,28,B,8026,34258,1104,26195,1680,17,7
3035,41,D,1359,2873,564,28358,1572,15,0
3036,59,B,7992,21255,1093,16277,1374,20,7
3037,30,B,7891,30744,1328,17949,2071,20,6
3038,39,B,6784,25691,1353,35480,1477,19,6
3039,30,C,3239,10591,938,28845,1838,14,2
3040,53,A,4556,18912,916,35364,1699,14,3
3041,31,C,2508,4513,949,20531,1173,13,2
3042,34,D,3019,5519,484,20117,1542,14,2
3043,34,E,7581,33830,1679,21134,1114,19,7
3044,40,B,6254,14833,1186,20359,2072,19,5
3045,25,A,4789,25757,967,25035,1642,20,4
3046,39,C,3298,6692,1006,24252,1408,10,2
3047,50,D,1288,2270,488,31510,1430,13,0
3048,47,D,2825,4523,461,36180,1266,11,2
3049,50,A,5597,3056,1314,36535,1725,14,4
3050,33,C,3136,5235,894,39740,1702,11,2
3051,51,B,7155,10471,1286,15652,1792,15,6
3052,39,C,3727,10503,731,20206,1851,14,2
3053,28,B,6502,23430,1158,41282,1291,17,6
3054,50,C,4010,11377,779,22301,1033,17,3
3055,29,C,3424,15248,766,41051,1664,12,2
3056,39,D,3208,8233,480,25285,961,12,3
3057,53,B,6756,9472,1173,39491,1890,16,5
3058,42,D,2499,6729,458,38358,1550,12,1
3059,29,E,7265,54959,1538,41627,1004,19,7
3060,56,C,2957,7430,601,40730,2069,16,1
3061,30,C,3244,9338,848,22424,1777,10,2
3062,34,C,3824,6645,709,28356,1881,18,2
3063,52,A,5430,29072,843,25940,1822,18,4
3064,43,A,5140,33623,1173,41901,1903,16,4
3065,36,B,6340,21126,1312,22878,1137,18,6
3066,56,D,2782,7490,501,17783,1420,13,2
3067,32,B,8148,28995,1209,16743,1454,17,7
3068,33,E,7088,31163,1376,33446,1753,21,6
3069,60,D,2786,7040,473,25808,1856,11,1
3070,49,E,7319,49917,1492,39579,1883,17,6
3071,40,D,2903,6332,508,22209,1696,15,2
3072,62,D,2855,5701,574,22866,1882,14,1
3073,34,E,7799,36017,1208,16045,2002,16,6
3074,29,A,5071,17082,1111,29724,2199,15,3
3075,55,B,10043,16449,1192,32679,1176,18,9
3076,45,A,5459,38493,1139,25216,1500,17,4
3077,31,C,3331,4365,748,16113,1369,19,2
3078,42,B,8406,25721,1366,21860,1516,18,7
3079,40,B,7380,21933,1295,36154,1264,16,7
3080,37,C,3836,20951,700,26406,1873,16,2
3081,41,B,5767,16129,1340,41380,1749,16,5
3082,36,B,6502,6191,1196,18195,1882,19,5
3083,47,D,2683,5417,437,24721,1499,14,2
3084,38,D,1341,3058,629,22650,2021,15,0
3085,41,A,5113,25408,777,17426,1392,18,4
3086,46,E,7628,35011,1604,28194,1045,20,7
3087,24,A,4269,15741,827,32519,2182,16,3
3088,41,A,4370,24484,1018,36165,1472,15,3
3089,29,E,8446,28113,1276,33070,1793,16,7
3090,29,B,5529,18464,1097,31199,2435,14,4
3091,57,E,8905,23800,1118,18620,1898,17,8
3092,39,E,7363,254,1739,40779,2334,21,6
3093,33,D,2883,3834,448,23280,1943,12,1
3094,46,D,2982,5981,536,38227,1282,12,2
3095,44,A,3944,19804,718,16835,2210,15,2
3096,51,B,6060,17575,1016,37043,1446,16,5
3097,43,B,6508,21892,1351,34944,1610,17,5
3098,33,B,8184,27555,1100,33090,2618,18,6
3099,47,D,1873,3490,593,28960,1605,14,1
3100,54,D,1444,3114,471,33627,2220,15,0
3101,35,E,8537,37293,1271,23636,1599,17,7
3102,54,B,7149,34905,1311,27459,1304,19,6
3103,47,B,6393,17003,992,26667,1561,18,5
3104,45,D,1607,4984,519,17946,1562,12,1
3105,55,B,7185,15830,1115,40251,2122,16,6
3106,37,C,3709,3382,789,39307,1585,15,3
3107,43,C,3536,5253,796,17119,1750,18,2
3108,36,A,4275,15406,1231,32741,2137,14,3
3109,41,A,4998,21790,849,17754,2595,21,3
3110,55,E,7740,14711,1692,15908,2208,16,6
3111,68,C,3138,461,739,16786,1832,15,2
3112,42,A,4572,28895,715,38001,2134,16,3
3113,36,C,3027,14881,787,30231,1356,12,2
3114,29,E,7757,24813,1631,32732,1577,16,7
3115,50,A,5306,36935,966,16037,1778,18,4
3116,51,E,7785,15081,1892,40078,1742,18,7
3117,39,D,2113,1402,485,29330,915,15,2
3118,49,D,2135,6371,450,31364,2096,16,1
3119,15,D,3579,6808,597,38879,1875,14,2
3120,26,C,3381,10936,949,21633,2264,15,2
3121,37,B,7181,8362,1264,28064,1718,18,6
3122,26,E,7778,74798,1880,24480,2447,16,6
3123,45,B,6431,11151,1128,15709,1835,18,5
3124,42,D,3291,5088,511,38820,607,14,3
3125,44,C,3613,17449,900,25586,1944,17,2
3126,51,C,3832,10719,866,42086,1766,12,3
3127,23,E,7886,44329,1556,38639,1603,19,7
3128,39,C,3787,7169,812,25397,1578,15,3
3129,40,C,3983,8994,820,20051,1094,11,3
3130,42,E,7808,47016,1520,29050,1724,17,7
3131,28,E,8517,48783,1056,27846,1539,23,7
3132,35,E,9142,56472,1919,19686,1957,20,8
3133,52,D,3569,6952,560,16396,2300,11,2
3134,31,C,3534,8179,744,36240,1386,17,3
3135,37,A,5403,37669,1033,19750,1585,20,4
3136,42,E,8323,36993,1404,17353,2073,19,7
3137,42,C,3521,7373,664,36452,1835,18,2
3138,33,B,7212,23087,1288,35518,1412,16,6
3139,53,E,8846,44157,1470,39741,2079,21,7
3140,41,D,2611,4813,515,20165,1638,12,1
3141,47,C,3073,7110,723,15971,1034,15,3
3142,52,B,6148,13322,1304,38611,1692,16,5
3143,50,B,6542,30331,1098,41112,1660,19,5
3144,46,C,3731,8883,838,25967,1612,14,3
3145,40,B,4948,3296,1213,22257,1429,16,4
3146,42,C,3231,6043,638,27754,2384,15,1
3147,39,E,8713,69167,1541,22853,1910,20,7
3148,42,B,7142,9902,1079,42046,1087,18,7
3149,34,E,8970,75583,1939,32817,1394,18,8
3150,24,A,5600,19495,1078,39524,1479,15,5
3151,49,B,7263,28263,1313,18533,1732,17,6
3152,43,B,6714,18229,1294,29644,1682,15,6
3153,52,E,7723,32412,1625,25990,1557,23,7
3154,39,E,7266,21502,1628,26767,1467,14,6
3155,39,C,3279,2682,905,26058,1328,14,2
3156,34,C,3835,8537,985,32717,832,13,4
3157,44,D,2135,4915,467,30020,1514,13,1
3158,42,B,7915,18222,1092,39939,1872,19,7
3159,55,B,6430,17044,1279,21080,1776,19,5
3160,44,B,7153,14265,1265,34011,1922,17,6
3161,44,C,3569,3575,913,19238,1403,11,3
3162,28,A,5751,26161,903,16989,1148,20,5
3163,43,C,3191,9102,716,31506,1657,15,2
3164,30,B,5213,28921,1252,25414,1312,20,4
3165,31,B,6160,14558,1063,18726,1113,19,6
3166,52,B,6482,7202,1294,29420,1996,16,5
3167,26,B,7753,16170,1337,18926,1681,18,7
3168,36,E,9182,104451,1678,28215,1878,17,8
3169,42,E,8060,41907,1823,36985,2015,16,7
3170,27,E,8204,46199,1752,29058,1696,22,7
3171,45,B,8257,32464,1104,26409,1974,16,7
3172,46,D,3301,7753,576,16943,2645,18,1
3173,43,E,7700,63016,2274,33342,2010,20,6
3174,49,B,6847,12709,1154,33631,1879,13,5
3175,51,C,3458,8123,724,20798,1951,12,2
3176,38,C,3517,93,676,32454,1973,17,2
3177,40,B,7174,26661,1146,30467,2179,17,5
3178,45,C,3707,4590,791,30367,1726,15,2
3179,67,C,3486,7573,878,31850,1755,13,2
3180,43,D,2711,4685,499,28402,1753,9,1
3181,46,E,9450,104157,1634,34896,1484,18,8
3182,36,E,8244,13171,2497,22251,1959,19,7
3183,44,A,5343,28621,945,28316,1503,19,4
3184,35,A,5890,12618,749,23206,2086,13,4
3185,43,E,6759,74809,1509,36355,1949,16,5
3186,44,B,6574,22349,1143,40770,1348,20,6
3187,50,E,7046,40811,1963,26588,1856,20,6
3188,43,E,7928,43555,2056,28600,1287,15,7
3189,43,C,4393,13169,866,28593,1733,16,3
3190,47,C,3656,12804,928,19782,1817,12,2
3191,48,E,6684,58778,1569,29207,1039,24,6
3192,16,E,8003,26727,1951,15931,1671,19,7
3193,41,C,3953,2860,901,27402,1681,14,3
3194,24,E,8805,23000,2076,29086,933,17,8
3195,35,D,1782,2798,546,20598,1699,11,1
3196,19,E,7854,19387,1652,38070,1967,17,6
3197,59,C,3104,6437,872,38053,1519,14,2
3198,52,B,6218,15463,1077,28385,1488,17,5
3199,47,D,1811,1998,512,38411,1729,14,1
3200,51,B,6746,22013,1065,30317,1919,18,5
3201,38,E,8258,63109,2514,36991,2159,16,7
3202,33,D,2236,4078,523,29360,1550,12,1
3203,56,E,8314,74725,1401,41317,1158,17,8
3204,41,D,2479,5427,571,31809,1583,14,1
3205,48,B,6312,20735,1176,27532,1725,20,5
3206,47,A,6220,24029,789,33173,2010,18,5
3207,37,E,8423,53553,1780,40406,1741,19,7
3208,47,C,4092,5425,730,31710,1324,15,3
3209,39,B,8909,28700,1375,19296,1092,16,8
3210,57,E,8022,49446,1945,34595,1957,24,7
3211,27,C,4088,900,809,20341,1746,15,3
3212,32,C,3434,6360,766,37960,2277,14,2
3213,37,D,2041,5762,426,38353,1278,14,1
3214,26,B,5388,13214,1254,37983,1969,17,4
3215,39,A,5687,20054,1171,33647,1415,14,5
3216,34,B,6229,13056,1191,40872,2351,19,4
3217,37,D,1331,2267,505,20641,1850,17,0
3218,47,B,5812,30896,1227,22385,2185,16,4
3219,20,E,7211,34749,1674,36170,1582,20,6
3220,30,C,3661,7693,899,29990,2356,12,2
3221,26,E,8146,5583,1978,19412,1391,14,7
3222,16,C,3679,2614,666,29897,1673,15,3
3223,52,E,9072,81011,1396,30320,841,17,9
3224,37,E,7783,37241,1552,37346,1563,18,7
3225,65,B,8209,26541,1301,17819,1297,17,7
3226,40,A,5556,11746,1063,27356,1403,18,5
3227,38,E,9146,76538,1674,26479,1934,18,8
3228,55,A,4843,23428,663,34794,2101,15,3
3229,39,E,7046,35857,1957,20279,1732,16,6
3230,46,B,6866,14843,1101,19066,1699,17,6
3231,43,E,7722,17932,1483,19165,1912,17,6
3232,46,E,8674,46090,2438,29916,1895,17,7
3233,44,D,2322,6134,521,39060,1615,9,1
3234,58,A,4906,32569,817,40254,1892,18,4
3235,43,E,8318,52630,1441,38925,1347,14,7
3236,38,C,3834,7366,675,16184,1706,16,3
3237,37,E,7698,50124,1639,31598,1867,20,6
3238,37,D,2553,6849,445,41954,1407,14,2
3239,43,E,7603,72041,1659,34232,2124,21,6
3240,29,D,3020,8893,499,25850,1836,11,2
3241,39,B,7491,18999,1387,26954,1575,15,6
3242,43,E,7662,111206,2159,41621,1545,16,7
3243,59,C,3644,10974,804,37663,1690,16,2
3244,44,E,6656,33276,1884,40718,2065,19,5
3245,46,B,4724,12933,1128,25656,1770,19,3
3246,29,E,7147,24597,2060,19806,1678,17,6
3247,43,B,6530,20144,1367,22973,2189,17,5
3248,49,C,2785,6135,612,28110,1105,14,2
3249,33,A,5140,21718,857,15841,1268,16,4
3250,33,D,2901,5645,466,25200,2758,10,1
3251,39,B,6482,30359,1122,20137,1312,15,6
3252,44,D,3573,7442,499,21879,1856,10,2
3253,39,A,4070,17967,1341,16545,1394,17,3
3254,42,D,3043,8295,580,39422,1742,10,2
3255,46,D,2776,3566,474,20386,1890,13,1
3256,39,C,3377,1586,753,19954,1848,17,2
3257,30,B,7776,9861,1294,33355,1924,16,6
3258,27,E,8165,23931,1941,24787,1578,21,7
3259,52,B,5654,14810,1200,35897,1633,17,5
3260,49,B,7853,14867,1384,20466,2129,19,6
3261,53,A,6068,25685,1168,16900,1259,15,5
3262,40,E,7623,51693,2251,24068,2063,19,6
3263,22,B,8040,33355,1242,25242,1246,17,7
3264,45,D,2249,4861,461,18904,2284,11,0
3265,59,A,4738,20607,812,38897,1121,20,4
3266,28,E,8665,68273,1850,18017,1316,17,8
3267,34,D,1447,2488,439,31414,1746,10,0
3268,41,A,4875,21450,1013,30100,1966,18,3
3269,36,B,6703,14164,1404,28438,1885,16,5
3270,24,A,4177,25952,683,34347,1664,18,3
3271,61,B,6561,19497,1286,40627,1891,16,5
3272,47,E,8115,38464,1878,34672,1559,21,7
3273,36,B,6498,32041,1042,40223,1998,17,5
3274,39,D,3691,7583,601,23117,1844,13,2
3275,41,D,2472,6811,418,19098,1664,12,1
3276,29,B,6778,17415,1169,26010,1645,20,6
3277,51,E,8207,45489,1262,34662,1657,14,7
3278,41,D,1958,3956,462,19380,1448,12,1
3279,38,B,7041,28667,1102,27040,2378,17,5
3280,39,D,2077,3662,511,21462,1158,10,1
3281,43,E,8138,27726,1847,39704,1264,14,7
3282,26,A,4491,20397,1126,32747,1625,16,3
3283,29,A,5329,40922,1124,42115,2288,15,4
3284,34,E,8256,65277,1354,16490,1318,18,7
3285,35,A,5427,17726,1068,21018,1476,17,4
3286,32,E,7883,75550,1896,16731,2543,21,6
3287,44,A,4391,23680,1222,20515,1284,18,4
3288,36,D,2243,2479,482,38538,1892,10,1
3289,47,C,3584,8510,814,33545,1211,16,3
3290,47,A,4879,16956,1211,27807,2092,15,3
3291,42,C,4800,484,826,32110,1738,16,4
3292,49,D,1501,4102,520,16416,2254,12,0
3293,27,E,9384,84821,1838,41110,1672,17,8
3294,51,E,8475,76529,2201,24367,1668,16,7
3295,49,C,3339,10675,768,36903,1090,10,3
3296,37,E,7555,50967,1780,35582,1399,16,7
3297,31,C,3804,959,772,28845,1915,15,2
3298,53,C,3392,6901,1072,22691,1455,13,2
3299,33,D,2430,5642,517,39349,1890,11,1
3300,42,E,7706,30216,1499,37860,1509,20,7
3301,26,B,6624,22724,1163,27227,1618,17,6
3302,45,B,7868,18368,1326,26962,1941,20,6
3303,42,A,4886,21202,1051,35973,1777,14,4
3304,25,B,5460,17144,1224,33186,1769,14,4
3305,33,C,3553,5645,630,33734,1141,13,3
3306,41,E,8645,55215,1712,23724,1876,18,7
3307,44,E,8197,52477,1623,41178,1039,14,8
3308,42,C,3217,6914,953,38862,2353,12,1
3309,43,C,2723,2951,827,24123,1533,10,2
3310,21,A,4509,22817,946,26124,1485,16,4
3311,55,C,3588,3008,871,25067,1940,13,2
3312,44,E,7491,70760,1646,37278,1868,17,6
3313,25,E,7470,18991,1538,38752,2254,17,6
3314,44,D,2404,5786,526,28373,1813,11,1
3315,56,E,8576,36974,1400,37945,2131,20,7
3316,30,C,3240,6909,526,41381,1123,14,3
3317,31,B,7672,37131,1235,37821,2063,14,6
3318,34,B,7328,4728,1430,21776,2018,17,6
3319,42,D,3561,8862,499,15634,1784,12,2
3320,35,B,7904,18504,1178,20027,1957,13,6
3321,26,C,3132,3201,860,24099,1707,12,2
3322,33,A,4836,18699,1111,28638,1306,18,4
3323,49,B,5216,16129,1409,36501,1338,16,4
3324,37,B,8123,27524,1029,39854,1254,16,7
3325,31,D,1256,1896,504,27989,1609,12,0
3326,38,C,3128,8693,748,17951,1247,14,2
3327,46,B,6504,30230,1202,27970,1677,19,5
3328,42,D,2619,7443,530,17293,2121,14,1
3329,51,E,7599,38877,1483,38219,938,22,7
3330,44,C,3309,8876,878,40219,1418,14,2
3331,51,B,6129,19240,1145,29444,2292,19,4
3332,40,D,1086,2076,530,26462,1273,10,0
3333,37,E,8497,26622,1744,24405,1791,23,7
3334,23,E,7862,58628,2078,40327,1664,16,7
3335,43,B,7645,30166,1090,30199,1422,15,7
3336,56,E,7918,21600,1991,37717,1114,19,7
3337,42,B,7552,27468,1268,27947,1297,14,7
3338,37,C,3871,6123,724,21374,952,14,3
3339,45,D,3741,5140,426,20727,1846,11,2
3340,32,D,2409,4809,491,20740,1599,12,1
3341,54,B,7703,31530,1264,18018,1715,16,6
3342,37,A,3959,22756,1048,17281,1958,19,3
3343,35,B,5702,20831,1099,29702,1618,19,5
3344,42,E,7518,36568,1455,20939,1117,19,7
3345,37,E,7762,64736,1256,20084,2025,18,6
3346,30,A,4511,38858,940,38184,1082,15,4
3347,44,E,8431,35086,1584,23378,1930,20,7
3348,46,C,3516,12366,489,25878,1052,11,3
3349,58,B,7033,17595,1069,40471,1937,16,6
3350,41,D,2337,4679,520,18721,1590,13,1
3351,36,D,2047,3754,403,39873,1495,13,1
3352,48,D,1979,3850,502,38897,1341,13,1
3353,52,D,2734,6184,521,24072,1778,16,1
3354,34,C,3443,2643,693,19148,1664,10,2
3355,59,B,7521,11045,1267,17018,1794,13,6
3356,33,B,5017,10819,1311,15934,1405,20,4
3357,27,D,3259,7932,416,34589,1422,9,2
3358,29,E,7962,42767,1840,18306,1601,21,7
3359,57,B,8052,25885,1244,16520,1322,19,7
3360,55,B,8516,22110,1101,26399,1715,19,7
3361,33,B,6059,18775,1209,32915,1780,16,5
3362,43,A,5061,21610,1211,30415,1992,14,4
3363,31,B,8142,15924,1146,38618,1439,18,7
3364,38,B,4749,12405,1136,34496,2315,15,3
3365,28,D,1097,1309,542,19301,2058,14,0
3366,52,A,5246,21659,975,31029,1538,16,4
3367,42,E,9360,38812,1827,41085,1593,18,8
3368,56,B,7757,26747,1032,33833,1690,14,7
3369,50,D,2808,1195,424,31862,1630,13,2
3370,18,D,2623,6043,458,17576,1757,9,1
3371,43,D,1647,3117,536,37338,1491,12,1
3372,57,B,6632,9823,1345,18789,2348,15,5
3373,34,D,1587,3417,576,24432,1650,15,0
3374,30,E,8382,28995,1280,23805,1644,20,7
3375,42,E,8461,76115,1523,31244,1744,17,7
3376,44,B,6004,6634,1253,31083,2127,17,4
3377,54,A,3693,18177,1247,26557,1559,16,3
3378,47,C,3525,7470,700,21495,1986,14,2
3379,48,D,1501,3898,379,29415,1441,9,1
3380,26,B,6763,6247,1325,30580,1843,16,5
3381,58,E,7233,43528,1602,24740,1708,19,6
3382,33,E,8449,78167,2133,25849,2072,21,7
3383,48,E,8790,65691,1392,26261,1683,20,8
3384,30,D,3481,4794,421,24145,1698,8,2
3385,40,B,6747,23092,1147,17329,1455,15,6
3386,50,E,7849,36208,1803,41268,2128,17,6
3387,42,E,8433,64876,1405,23988,1473,18,7
3388,52,D,2184,4560,474,33138,1374,15,1
3389,64,E,7143,25341,1818,42012,1505,18,6
3390,70,C,3331,13868,794,37588,1816,15,2
3391,39,B,7440,27586,1160,30618,2032,17,6
3392,35,D,2141,4541,500,20136,2089,13,1
3393,29,D,3829,6506,502,28646,1662,13,3
3394,59,C,3516,4223,657,16139,1265,14,3
3395,31,E,8433,22715,2314,22042,1436,19,7
3396,44,B,7418,12799,1282,16601,1771,20,6
3397,47,E,8243,48752,1760,34900,1979,18,7
3398,26,D,1734,2841,462,33576,1836,15,0
3399,48,E,7963,92293,1210,33401,1554,16,7
3400,46,E,8696,22344,1377,36582,1514,17,8
3401,33,B,7140,15159,1116,27887,1296,17,6
3402,51,E,7908,63937,1942,29727,1755,19,7
3403,35,E,6353,20385,1251,29363,2058,16,5
3404,35,C,3038,3967,726,31117,1799,16,2
3405,42,D,1432,3998,485,24077,1140,13,1
3406,31,E,8822,79698,1153,17763,1738,21,8
3407,41,D,967,2105,498,21008,2316,10,0
3408,35,B,6676,31693,1021,29045,1515,18,6
3409,43,E,7826,17719,1212,16890,1690,18,7
3410,43,C,2773,3228,667,22057,1911,14,1
3411,54,A,4833,23982,860,33664,1759,18,4
3412,37,A,5763,18237,995,16343,1718,17,5
3413,54,B,8029,29638,1091,34613,1629,21,7
3414,23,B,6494,21852,1291,35919,2267,16,5
3415,44,A,5117,24461,1088,24302,1751,16,4
3416,43,D,2051,5065,454,19767,1959,11,1
3417,8,B,7042,20306,1280,19473,2223,18,5
3418,48,E,8687,4056,1595,22051,1900,19,7
3419,23,C,3652,1953,739,31046,2013,14,2
3420,25,D,2286,5135,480,18183,1481,16,1
3421,35,B,6569,19836,1193,26197,1790,19,5
3422,55,D,2067,4984,511,37969,1633,13,1
3423,32,A,4625,23459,1044,22894,1644,20,3
3424,33,E,7844,43207,1452,28448,2044,17,6
3425,56,A,4163,26277,1521,23955,1638,15,3
3426,42,E,8850,68551,1490,35764,1880,19,7
3427,40,B,6866,21887,1198,41522,1849,14,6
3428,23,A,4959,24975,854,28102,1283,16,4
3429,49,A,4850,21447,1088,22901,1604,20,4
3430,48,A,4138,24692,1226,19675,1604,14,3
3431,32,C,2980,6630,953,39071,1730,16,2
3432,35,E,9089,20714,1787,25962,1931,20,8
3433,36,C,3305,5088,931,29869,1109,13,3
3434,42,A,4705,22727,1194,15689,1261,16,4
3435,41,D,1767,3759,534,37402,1876,16,0
3436,39,D,2668,7512,419,27602,1992,14,1
3437,44,B,6529,2198,1224,26796,1674,16,5
3438,54,E,8019,35019,1962,22646,969,20,8
3439,59,B,7612,29619,1328,25755,1838,22,6
3440,37,D,1658,3813,495,18602,1343,8,1
3441,49,A,4668,30021,788,37547,1604,18,4
3442,47,E,8750,35939,2176,26337,1870,19,7
3443,26,E,7202,51150,1393,40607,1888,16,6
3444,44,C,2681,3470,741,31586,1602,13,2
3445,57,E,8469,55911,1701,22803,1560,20,7
3446,37,E,8576,88702,1145,37274,2046,23,7
3447,43,A,5800,26873,817,18143,1605,17,5
3448,43,D,2985,8927,441,33215,1384,10,2
3449,38,E,8191,18130,1329,33193,972,17,8
3450,39,A,4641,22087,785,31107,1586,20,4
3451,29,C,2960,2296,842,39842,1735,16,2
3452,50,B,5732,9065,1079,29086,1649,19,5
3453,48,E,7411,58097,1331,17660,2090,17,6
3454,40,A,5864,14870,1148,25660,1214,19,5
3455,47,A,5008,18614,968,32390,1681,17,4
3456,56,C,2949,4853,738,22402,2011,14,1
3457,38,B,6829,21699,1095,37707,2017,18,5
3458,32,E,7702,40631,1947,30506,1526,20,7
3459,42,D,3283,6217,464,32374,1293,11,2
3460,32,D,2703,5811,481,37118,1874,13,1
3461,56,E,7292,38756,1202,35413,1811,19,6
3462,42,C,3394,11241,658,16843,1391,15,3
3463,29,E,8612,41196,1479,24104,1297,19,8
3464,43,D,2350,4748,462,37736,1191,11,2
3465,38,C,4080,10891,887,22895,1657,13,3
3466,55,B,5692,19220,1322,25702,1599,20,5
3467,37,B,5316,25854,1165,19509,1495,17,4
3468,33,C,3470,4451,649,29696,2009,16,2
3469,71,C,3970,7237,955,19801,2038,12,2
3470,57,B,7966,26964,1177,22102,2209,15,6
3471,45,E,7539,38168,1384,41237,2127,22,6
3472,14,D,2196,4105,553,17190,729,15,2
3473,45,B,9095,33310,1129,17500,1608,15,8
3474,30,C,3637,2447,733,22443,1712,14,2
3475,41,B,8348,10776,1313,33021,1411,20,7
3476,37,C,3535,4115,833,38280,1667,14,2
3477,37,D,1679,3037,474,23931,1995,8,0
3478,42,D,3697,6844,460,23898,1706,13,2
3479,61,C,3265,12535,694,23872,1847,15,2
3480,30,E,8167,38708,1186,20937,1207,17,7
3481,40,B,9843,38986,1398,25366,2159,16,8
3482,42,B,6737,14293,1296,27629,1605,16,6
3483,35,A,5127,22623,801,37885,2027,18,4
3484,36,D,1163,1880,477,18215,1780,15,0
3485,28,D,3761,8068,548,31998,1578,14,3
3486,38,C,3637,211,736,32790,1912,14,2
3487,34,D,3589,7112,539,28227,1680,13,2
3488,67,A,4371,22556,807,25950,1991,14,3
3489,49,C,3549,7915,664,37586,1187,13,3
3490,51,B,6863,9881,1212,35011,1881,18,5
3491,43,A,5170,27200,904,30851,1897,19,4
3492,48,B,6843,22592,1181,35566,1166,16,6
3493,49,B,6980,24647,1143,18823,2564,18,5
3494,25,E,8541,88351,1814,31236,1438,21,8
3495,40,E,7422,36896,1661,34790,1339,18,7
3496,40,C,2847,282,878,21683,2172,17,1
3497,16,A,4458,18262,839,32407,1944,16,3
3498,25,A,5299,14982,812,34823,894,17,5
3499,36,E,8345,60564,1658,34582,1922,20,7
3500,40,C,3628,10086,746,31864,1463,13,3
3501,28,B,6068,33591,1183,17226,1608,17,5
3502,52,B,7707,21472,978,32539,1454,19,7
3503,41,E,8027,50074,1315,35338,1257,20,7
3504,54,D,2927,5239,632,17323,1459,9,2
3505,36,B,6245,24934,1140,22079,1657,16,5
3506,42,B,6263,19223,1198,33953,1704,16,5
3507,52,E,7665,39043,1462,26877,2030,17,6
3508,36,E,7405,18993,1456,40003,1100,21,7
3509,48,C,2818,1269,678,41329,1924,15,1
3510,45,C,3393,11374,832,24084,1632,13,2
3511,49,A,4720,29407,704,28590,1788,16,3
3512,40,A,5410,29099,1294,16095,1661,16,4
3513,38,D,2774,4237,486,16218,1780,12,1
3514,50,B,6935,26374,1183,19826,2136,20,5
3515,52,A,5509,28257,783,40683,1335,15,5
3516,36,C,2366,3572,671,19899,1742,15,1
3517,36,D,2707,6083,473,39107,1331,10,2
3518,36,E,7618,50117,1572,32723,2043,19,6
3519,31,B,7556,19711,1278,37785,1883,17,6
3520,36,B,7355,20821,1153,29667,1169,17,7
3521,24,D,1407,3126,536,31923,1696,13,0
3522,50,B,6629,20254,1178,20311,1856,14,5
3523,48,B,7315,9422,1067,25800,1098,15,7
3524,49,D,3156,8640,523,34317,1994,14,2
3525,41,A,4754,34850,885,20824,1432,18,4
3526,40,B,7099,26730,1152,41389,1734,17,6
3527,47,B,8678,7958,1267,40333,1728,18,7
3528,36,E,8216,16725,1673,22486,1679,19,7
